idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
1342.0,,UnloadSS,31/10/2023 10:22:22,t1343,,z,7465.0,
1343.0,,LoadFS,31/10/2023 10:22:23,t1344,,x,7465.0,ExtendedExample
1344.0,e1345,Open,31/10/2023 10:22:24,t1345,,,7465.0,ExtendedExample
1345.0,e1346,Fill,,,,,7465.0,ExtendedExample
,e1347,UnloadFS,31/10/2023 10:22:26,t1347,,x,7465.0,ExtendedExample
1347.0,,,31/10/2023 10:22:27,t1348,,x,,
1348.0,e1349,Close,31/10/2023 10:22:28,t1349,,,7465.0,ExtendedExample
1349.0,e1350,Seal,31/10/2023 10:22:29,t1350,b156,,,ExtendedExample
,,UnloadSS,31/10/2023 10:22:30,,,x,7465.0,
,e1352,UnloadAL,,t1352,,,7465.0,
1352.0,e1353,LoadAL,,t1353,,,7012.0,ExtendedExample
1353.0,e1354,,31/10/2023 10:22:33,t1354,,,7012.0,ExtendedExample
,,Open,31/10/2023 10:22:34,t1355,,,7012.0,
1355.0,e1356,,31/10/2023 10:22:35,t1356,,,7012.0,ExtendedExample
,e1357,UnloadFS,31/10/2023 10:22:36,,,z,7012.0,ExtendedExample
1357.0,e1358,LoadSS,31/10/2023 10:22:37,t1358,,,7012.0,
,,,31/10/2023 10:22:38,t1359,,,7012.0,ExtendedExample
1359.0,e1360,Seal,31/10/2023 10:22:39,t1360,b157,,7012.0,
,e1361,UnloadSS,31/10/2023 10:22:40,t1361,,z,7012.0,ExtendedExample
1361.0,e1362,LoadFS,31/10/2023 10:22:41,t1362,,y,7012.0,
1362.0,e1363,Open,31/10/2023 10:22:42,,,,7012.0,ExtendedExample
,,Fill,31/10/2023 10:22:43,t1364,,,7012.0,ExtendedExample
1364.0,e1365,UnloadFS,31/10/2023 10:22:44,,,y,7012.0,ExtendedExample
1365.0,e1366,LoadSS,,t1366,,y,,
1366.0,,Close,,t1367,,,,ExtendedExample
1367.0,e1368,Seal,31/10/2023 10:22:47,t1368,b158,,7012.0,ExtendedExample
1368.0,e1369,UnloadSS,,t1369,,y,7012.0,ExtendedExample
1369.0,e1370,LoadFS,31/10/2023 10:22:49,t1370,,x,,ExtendedExample
1370.0,e1371,Open,,t1371,,,7012.0,ExtendedExample
1371.0,e1372,Fill,31/10/2023 10:22:51,t1372,,,7012.0,ExtendedExample
1372.0,e1373,,31/10/2023 10:22:52,t1373,,x,7012.0,ExtendedExample
1373.0,e1374,LoadSS,31/10/2023 10:22:53,t1374,,x,7012.0,ExtendedExample
1374.0,e1375,Close,,t1375,,,,ExtendedExample
1375.0,e1376,Seal,31/10/2023 10:22:55,t1376,b159,,7012.0,ExtendedExample
1376.0,,UnloadSS,31/10/2023 10:22:56,,,x,7012.0,ExtendedExample
1377.0,,UnloadAL,31/10/2023 10:22:57,t1378,,,7012.0,ExtendedExample
1378.0,e1379,LoadAL,31/10/2023 10:22:58,t1379,,,,ExtendedExample
1379.0,e1380,LoadFS,31/10/2023 10:22:59,,,y,7012.0,ExtendedExample
,e1381,Open,,t1381,,,7012.0,ExtendedExample
1381.0,e1382,Fill,31/10/2023 10:23:01,t1382,,,7012.0,
1382.0,,UnloadFS,31/10/2023 10:23:02,t1383,,y,7012.0,ExtendedExample
1383.0,e1384,,31/10/2023 10:23:03,,,y,,ExtendedExample
,,Close,31/10/2023 10:23:04,t1385,,,7012.0,ExtendedExample
1385.0,,Seal,31/10/2023 10:23:05,t1386,b160,,7012.0,ExtendedExample
1386.0,e1387,,31/10/2023 10:23:06,t1387,,y,7012.0,ExtendedExample
1387.0,e1388,LoadFS,,t1388,,x,7012.0,ExtendedExample
1388.0,e1389,Open,31/10/2023 10:23:08,t1389,,,7012.0,ExtendedExample
1389.0,e1390,Fill,31/10/2023 10:23:09,t1390,,,7012.0,ExtendedExample
1390.0,e1391,,31/10/2023 10:23:10,,,x,7012.0,ExtendedExample
1391.0,e1392,LoadSS,31/10/2023 10:23:11,t1392,,,7012.0,ExtendedExample
1392.0,e1393,Close,31/10/2023 10:23:12,t1393,,,,ExtendedExample
1393.0,e1394,,31/10/2023 10:23:13,t1394,b161,,7012.0,ExtendedExample
1394.0,e1395,UnloadSS,,,,x,7012.0,ExtendedExample
1395.0,e1396,LoadFS,31/10/2023 10:23:15,t1396,,z,7012.0,ExtendedExample
1396.0,e1397,Open,31/10/2023 10:23:16,t1397,,,7012.0,ExtendedExample
1397.0,e1398,Fill,,t1398,,,7012.0,
1398.0,e1399,UnloadFS,31/10/2023 10:23:18,t1399,,z,7012.0,ExtendedExample
1399.0,e1400,LoadSS,31/10/2023 10:23:19,t1400,,z,,
1400.0,e1401,Close,31/10/2023 10:23:20,t1401,,,,ExtendedExample
1401.0,,Seal,,,b162,,7012.0,ExtendedExample
1402.0,,UnloadSS,31/10/2023 10:23:22,t1403,,z,7012.0,ExtendedExample
1403.0,e1404,UnloadAL,,t1404,,,,
1404.0,,LoadAL,31/10/2023 10:23:24,t1405,,,,ExtendedExample
,e1406,LoadFS,31/10/2023 10:23:25,t1406,,y,7012.0,ExtendedExample
1406.0,,Open,,t1407,,,7012.0,ExtendedExample
1407.0,,Fill,,t1408,,,7012.0,ExtendedExample
1408.0,e1409,UnloadFS,31/10/2023 10:23:28,,,,,
,e1410,LoadSS,,t1410,,y,7012.0,ExtendedExample
,,Close,31/10/2023 10:23:30,t1411,,,7012.0,ExtendedExample
1411.0,e1412,Seal,31/10/2023 10:23:31,,b163,,7012.0,ExtendedExample
1412.0,e1413,,31/10/2023 10:23:32,t1413,,y,7012.0,ExtendedExample
1413.0,,LoadFS,,,,x,7012.0,ExtendedExample
1414.0,,Open,,,,,,ExtendedExample
,e1416,,,t1416,,,,ExtendedExample
1416.0,e1417,UnloadFS,31/10/2023 10:23:36,t1417,,x,7012.0,
,e1418,LoadSS,,,,x,,
1418.0,e1419,Close,31/10/2023 10:23:38,t1419,,,7012.0,
1419.0,e1420,,31/10/2023 10:23:39,t1420,b164,,7012.0,ExtendedExample
1420.0,,UnloadSS,31/10/2023 10:23:40,t1421,,,7012.0,ExtendedExample
1421.0,e1422,LoadFS,31/10/2023 10:23:41,t1422,,,7012.0,
1422.0,e1423,Open,31/10/2023 10:23:42,t1423,,,,ExtendedExample
,e1424,,31/10/2023 10:23:43,t1424,,,7012.0,ExtendedExample
1424.0,e1425,UnloadFS,31/10/2023 10:23:44,,,,7012.0,
1425.0,e1426,LoadSS,31/10/2023 10:23:45,t1426,,z,7012.0,ExtendedExample
1426.0,e1427,Close,31/10/2023 10:23:46,t1427,,,7012.0,ExtendedExample
1427.0,e1428,Seal,,t1428,b165,,7012.0,
1428.0,e1429,,,t1429,,,,ExtendedExample
1429.0,e1430,,31/10/2023 10:23:49,t1430,,,7012.0,ExtendedExample
1430.0,,LoadAL,31/10/2023 10:23:50,t1431,,,7012.0,ExtendedExample
1431.0,e1432,LoadFS,31/10/2023 10:23:51,t1432,,y,,ExtendedExample
1432.0,,Open,,t1433,,,,ExtendedExample
1433.0,e1434,Fill,,t1434,,,7012.0,ExtendedExample
1434.0,e1435,UnloadFS,31/10/2023 10:23:54,t1435,,y,,ExtendedExample
1435.0,e1436,,31/10/2023 10:23:55,t1436,,y,7012.0,ExtendedExample
1436.0,e1437,Close,31/10/2023 10:23:56,,,,7012.0,ExtendedExample
1437.0,e1438,Seal,31/10/2023 10:23:57,t1438,b166,,7012.0,ExtendedExample
1438.0,,UnloadSS,,t1439,,y,7012.0,ExtendedExample
1439.0,e1440,,31/10/2023 10:23:59,t1440,,z,7012.0,ExtendedExample
1440.0,e1441,Open,31/10/2023 10:24:00,,,,7012.0,ExtendedExample
1441.0,e1442,,31/10/2023 10:24:01,t1442,,,7012.0,ExtendedExample
,e1443,UnloadFS,31/10/2023 10:24:02,t1443,,z,,ExtendedExample
1443.0,e1444,LoadSS,31/10/2023 10:24:03,t1444,,z,7012.0,ExtendedExample
1444.0,e1445,,31/10/2023 10:24:04,t1445,,,7012.0,ExtendedExample
1445.0,,Seal,,,b167,,,ExtendedExample
1446.0,e1447,UnloadSS,,t1447,,z,,ExtendedExample
1447.0,e1448,,31/10/2023 10:24:07,,,x,,
1448.0,,,,t1449,,,7012.0,
1449.0,e1450,Fill,31/10/2023 10:24:09,t1450,,,7012.0,
1450.0,e1451,UnloadFS,31/10/2023 10:24:10,t1451,,,7012.0,ExtendedExample
1451.0,,LoadSS,31/10/2023 10:24:11,t1452,,x,7012.0,ExtendedExample
1452.0,e1453,,31/10/2023 10:24:12,t1453,,,7012.0,ExtendedExample
1453.0,,,31/10/2023 10:24:13,t1454,b168,,7012.0,
,e1455,UnloadSS,,t1455,,x,7012.0,ExtendedExample
1455.0,,UnloadAL,31/10/2023 10:24:15,,,,7012.0,ExtendedExample
1456.0,e1457,LoadAL,31/10/2023 10:24:16,t1457,,,7465.0,ExtendedExample
1457.0,e1458,LoadFS,31/10/2023 10:24:17,t1458,,z,7465.0,ExtendedExample
1458.0,e1459,Open,31/10/2023 10:24:18,t1459,,,,ExtendedExample
,e1460,Fill,,t1460,,,7465.0,
1460.0,,UnloadFS,,t1461,,z,7465.0,ExtendedExample
1461.0,e1462,LoadSS,31/10/2023 10:24:21,t1462,,,7465.0,ExtendedExample
1462.0,e1463,Close,,t1463,,,7465.0,ExtendedExample
1463.0,e1464,Seal,31/10/2023 10:24:23,t1464,b169,,,
1464.0,e1465,UnloadSS,31/10/2023 10:24:24,t1465,,z,7465.0,
1465.0,e1466,LoadFS,31/10/2023 10:24:25,t1466,,,7465.0,ExtendedExample
1466.0,e1467,Open,31/10/2023 10:24:26,t1467,,,7465.0,ExtendedExample
1467.0,e1468,Fill,,t1468,,,7465.0,ExtendedExample
1468.0,e1469,UnloadFS,31/10/2023 10:24:28,t1469,,y,,ExtendedExample
1469.0,e1470,LoadSS,31/10/2023 10:24:29,t1470,,y,7465.0,
,e1471,Close,31/10/2023 10:24:30,t1471,,,7465.0,ExtendedExample
1471.0,,Seal,31/10/2023 10:24:31,t1472,b170,,,ExtendedExample
1472.0,e1473,,31/10/2023 10:24:32,t1473,,y,7465.0,ExtendedExample
1473.0,e1474,LoadFS,,t1474,,x,7465.0,ExtendedExample
1474.0,e1475,Open,31/10/2023 10:24:34,t1475,,,7465.0,ExtendedExample
1475.0,e1476,Fill,31/10/2023 10:24:35,,,,7465.0,ExtendedExample
1476.0,,UnloadFS,31/10/2023 10:24:36,,,x,7465.0,ExtendedExample
1477.0,e1478,,31/10/2023 10:24:37,t1478,,x,7465.0,ExtendedExample
,e1479,Close,,t1479,,,7465.0,
1479.0,e1480,Seal,31/10/2023 10:24:39,,b171,,7465.0,ExtendedExample
1480.0,e1481,UnloadSS,31/10/2023 10:24:40,,,x,7465.0,ExtendedExample
1481.0,e1482,UnloadAL,,t1482,,,7465.0,ExtendedExample
1482.0,e1483,LoadAL,31/10/2023 10:24:42,t1483,,,4465.0,ExtendedExample
1483.0,,LoadFS,31/10/2023 10:24:43,t1484,,z,4465.0,ExtendedExample
1484.0,e1485,,31/10/2023 10:24:44,t1485,,,4465.0,ExtendedExample
1485.0,e1486,Fill,31/10/2023 10:24:45,,,,4465.0,
1486.0,e1487,UnloadFS,31/10/2023 10:24:46,t1487,,z,4465.0,ExtendedExample
1487.0,e1488,LoadSS,,t1488,,,4465.0,ExtendedExample
1488.0,e1489,Close,31/10/2023 10:24:48,t1489,,,4465.0,ExtendedExample
1489.0,e1490,Seal,31/10/2023 10:24:49,t1490,b172,,4465.0,ExtendedExample
,e1491,UnloadSS,,,,z,4465.0,ExtendedExample
1491.0,e1492,LoadFS,31/10/2023 10:24:51,t1492,,x,4465.0,ExtendedExample
1492.0,e1493,Open,,t1493,,,,ExtendedExample
1493.0,e1494,Fill,31/10/2023 10:24:53,,,,4465.0,ExtendedExample
1494.0,e1495,UnloadFS,,t1495,,x,4465.0,ExtendedExample
,e1496,LoadSS,31/10/2023 10:24:55,t1496,,,4465.0,ExtendedExample
,e1497,,31/10/2023 10:24:56,t1497,,,,
,,Seal,31/10/2023 10:24:57,,b173,,4465.0,ExtendedExample
1498.0,e1499,UnloadSS,31/10/2023 10:24:58,t1499,,x,4465.0,
,e1500,LoadFS,31/10/2023 10:24:59,t1500,,,4465.0,ExtendedExample
1500.0,e1501,Open,31/10/2023 10:25:00,t1501,,,4465.0,ExtendedExample
,e1502,Fill,31/10/2023 10:25:01,,,,4465.0,ExtendedExample
,,UnloadFS,,t1503,,y,4465.0,ExtendedExample
,e1504,LoadSS,31/10/2023 10:25:03,t1504,,y,4465.0,ExtendedExample
1504.0,e1505,Close,31/10/2023 10:25:04,t1505,,,,ExtendedExample
1505.0,e1506,Seal,31/10/2023 10:25:05,,b174,,4465.0,ExtendedExample
1506.0,e1507,UnloadSS,31/10/2023 10:25:06,t1507,,y,4465.0,ExtendedExample
1507.0,e1508,UnloadAL,31/10/2023 10:25:07,t1508,,,4465.0,
1508.0,,LoadAL,31/10/2023 10:25:08,t1509,,,9465.0,ExtendedExample
1509.0,e1510,LoadFS,,,,z,9465.0,ExtendedExample
1510.0,e1511,,31/10/2023 10:25:10,,,,9465.0,ExtendedExample
1511.0,e1512,Fill,31/10/2023 10:25:11,,,,9465.0,ExtendedExample
,e1513,UnloadFS,31/10/2023 10:25:12,t1513,,,9465.0,ExtendedExample
1513.0,e1514,LoadSS,31/10/2023 10:25:13,t1514,,z,9465.0,
,e1515,,31/10/2023 10:25:14,t1515,,,9465.0,
1515.0,e1516,Seal,31/10/2023 10:25:15,t1516,b175,,9465.0,ExtendedExample
,,UnloadSS,,,,z,,ExtendedExample
1517.0,e1518,LoadFS,31/10/2023 10:25:17,t1518,,x,9465.0,ExtendedExample
1518.0,e1519,Open,,,,,9465.0,
1519.0,e1520,Fill,,t1520,,,9465.0,ExtendedExample
1520.0,,UnloadFS,31/10/2023 10:25:20,t1521,,x,,ExtendedExample
1521.0,e1522,LoadSS,31/10/2023 10:25:21,t1522,,x,9465.0,ExtendedExample
,e1523,,31/10/2023 10:25:22,t1523,,,9465.0,ExtendedExample
1523.0,,Seal,,t1524,b176,,9465.0,ExtendedExample
,e1525,UnloadSS,31/10/2023 10:25:24,,,x,9465.0,ExtendedExample
1525.0,e1526,LoadFS,,t1526,,y,9465.0,ExtendedExample
,e1527,Open,,t1527,,,9465.0,ExtendedExample
1527.0,e1528,Fill,,t1528,,,,ExtendedExample
1528.0,e1529,UnloadFS,31/10/2023 10:25:28,t1529,,y,9465.0,ExtendedExample
1529.0,e1530,LoadSS,31/10/2023 10:25:29,t1530,,y,,ExtendedExample
1530.0,e1531,Close,31/10/2023 10:25:30,t1531,,,9465.0,ExtendedExample
,e1532,Seal,31/10/2023 10:25:31,t1532,b177,,9465.0,ExtendedExample
1532.0,e1533,UnloadSS,,t1533,,y,9465.0,ExtendedExample
1533.0,,UnloadAL,31/10/2023 10:25:33,t1534,,,9465.0,ExtendedExample
,,LoadAL,31/10/2023 10:25:34,t1535,,,,ExtendedExample
1535.0,e1536,LoadFS,,t1536,,x,1465.0,ExtendedExample
1536.0,e1537,Open,31/10/2023 10:25:36,t1537,,,1465.0,ExtendedExample
1537.0,e1538,Fill,31/10/2023 10:25:37,t1538,,,,
1538.0,e1539,UnloadFS,,,,,1465.0,ExtendedExample
,e1540,LoadSS,31/10/2023 10:25:39,t1540,,x,1465.0,ExtendedExample
,e1541,Close,31/10/2023 10:25:40,t1541,,,1465.0,ExtendedExample
1541.0,e1542,Seal,31/10/2023 10:25:41,t1542,b178,,1465.0,ExtendedExample
1542.0,,UnloadSS,31/10/2023 10:25:42,t1543,,x,1465.0,ExtendedExample
1543.0,e1544,LoadFS,31/10/2023 10:25:43,t1544,,y,1465.0,
,e1545,Open,31/10/2023 10:25:44,t1545,,,1465.0,ExtendedExample
1545.0,e1546,Fill,31/10/2023 10:25:45,t1546,,,1465.0,ExtendedExample
1546.0,e1547,UnloadFS,31/10/2023 10:25:46,t1547,,y,1465.0,ExtendedExample
1547.0,e1548,,31/10/2023 10:25:47,t1548,,y,1465.0,
1548.0,,,31/10/2023 10:25:48,t1549,,,1465.0,ExtendedExample
1549.0,e1550,Seal,,t1550,b179,,1465.0,ExtendedExample
1550.0,e1551,UnloadSS,,t1551,,y,1465.0,ExtendedExample
,e1552,LoadFS,31/10/2023 10:25:51,t1552,,z,1465.0,
,e1553,Open,,t1553,,,1465.0,ExtendedExample
1553.0,e1554,Fill,31/10/2023 10:25:53,,,,1465.0,ExtendedExample
,,UnloadFS,31/10/2023 10:25:54,t1555,,z,1465.0,ExtendedExample
1555.0,e1556,LoadSS,31/10/2023 10:25:55,,,z,1465.0,ExtendedExample
1556.0,,Close,31/10/2023 10:25:56,t1557,,,1465.0,
1557.0,e1558,Seal,31/10/2023 10:25:57,,b180,,1465.0,ExtendedExample
1558.0,e1559,,31/10/2023 10:25:58,t1559,,z,1465.0,
1559.0,e1560,UnloadAL,31/10/2023 10:25:59,,,,1465.0,
1560.0,e1561,LoadAL,31/10/2023 10:26:00,t1561,,,2465.0,ExtendedExample
1561.0,,LoadFS,,,,y,2465.0,ExtendedExample
1562.0,,Open,31/10/2023 10:26:02,t1563,,,,ExtendedExample
1563.0,e1564,Fill,31/10/2023 10:26:03,t1564,,,2465.0,ExtendedExample
1564.0,e1565,UnloadFS,31/10/2023 10:26:04,t1565,,y,2465.0,ExtendedExample
1565.0,e1566,,31/10/2023 10:26:05,,,y,2465.0,ExtendedExample
1566.0,e1567,,31/10/2023 10:26:06,t1567,,,2465.0,ExtendedExample
,e1568,Seal,31/10/2023 10:26:07,t1568,b181,,,ExtendedExample
1568.0,e1569,UnloadSS,31/10/2023 10:26:08,t1569,,y,,ExtendedExample
1569.0,e1570,,,t1570,,,2465.0,ExtendedExample
1570.0,,,,t1571,,,2465.0,ExtendedExample
1571.0,e1572,,31/10/2023 10:26:11,,,,2465.0,ExtendedExample
1572.0,,UnloadFS,31/10/2023 10:26:12,,,z,2465.0,ExtendedExample
1573.0,e1574,LoadSS,31/10/2023 10:26:13,t1574,,z,2465.0,ExtendedExample
,,,31/10/2023 10:26:14,,,,2465.0,
1575.0,e1576,Seal,31/10/2023 10:26:15,t1576,b182,,,
1576.0,e1577,UnloadSS,31/10/2023 10:26:16,t1577,,,2465.0,ExtendedExample
1577.0,e1578,LoadFS,,t1578,,x,,ExtendedExample
,e1579,Open,31/10/2023 10:26:18,t1579,,,2465.0,ExtendedExample
,,Fill,31/10/2023 10:26:19,t1580,,,2465.0,ExtendedExample
1580.0,e1581,,31/10/2023 10:26:20,t1581,,x,2465.0,ExtendedExample
1581.0,e1582,LoadSS,31/10/2023 10:26:21,t1582,,x,2465.0,ExtendedExample
1582.0,e1583,Close,,,,,2465.0,
1583.0,e1584,Seal,31/10/2023 10:26:23,t1584,b183,,2465.0,ExtendedExample
1584.0,e1585,,31/10/2023 10:26:24,t1585,,x,2465.0,ExtendedExample
1585.0,e1586,UnloadAL,31/10/2023 10:26:25,t1586,,,,ExtendedExample
1586.0,e1587,LoadAL,31/10/2023 10:26:26,t1587,,,,ExtendedExample
1587.0,e1588,,,t1588,,,7465.0,ExtendedExample
1588.0,e1589,Open,31/10/2023 10:26:28,t1589,,,7465.0,
1589.0,e1590,,31/10/2023 10:26:29,t1590,,,7465.0,ExtendedExample
,e1591,UnloadFS,31/10/2023 10:26:30,,,z,7465.0,ExtendedExample
1591.0,,LoadSS,31/10/2023 10:26:31,t1592,,,7465.0,ExtendedExample
1592.0,e1593,Close,,t1593,,,7465.0,ExtendedExample
1593.0,e1594,Seal,,t1594,b184,,7465.0,
1594.0,e1595,UnloadSS,31/10/2023 10:26:34,t1595,,z,7465.0,ExtendedExample
1595.0,e1596,LoadFS,,,,y,7465.0,ExtendedExample
1596.0,e1597,Open,31/10/2023 10:26:36,,,,7465.0,
1597.0,e1598,Fill,31/10/2023 10:26:37,,,,7465.0,ExtendedExample
1598.0,e1599,UnloadFS,,t1599,,,7465.0,ExtendedExample
,e1600,,31/10/2023 10:26:39,t1600,,y,7465.0,ExtendedExample
1600.0,e1601,Close,,t1601,,,,ExtendedExample
1601.0,e1602,Seal,31/10/2023 10:26:41,t1602,b185,,7465.0,ExtendedExample
1602.0,e1603,,31/10/2023 10:26:42,,,,,ExtendedExample
1603.0,e1604,,31/10/2023 10:26:43,t1604,,x,7465.0,
1604.0,e1605,Open,31/10/2023 10:26:44,t1605,,,7465.0,ExtendedExample
1605.0,,Fill,31/10/2023 10:26:45,t1606,,,7465.0,ExtendedExample
1606.0,e1607,UnloadFS,31/10/2023 10:26:46,t1607,,x,7465.0,ExtendedExample
,e1608,,31/10/2023 10:26:47,t1608,,x,7465.0,ExtendedExample
,e1609,,31/10/2023 10:26:48,t1609,,,7465.0,ExtendedExample
1609.0,e1610,Seal,,t1610,b186,,7465.0,ExtendedExample
,e1611,,,t1611,,x,7465.0,ExtendedExample
1611.0,e1612,,,t1612,,,7465.0,ExtendedExample
1612.0,e1613,,31/10/2023 10:26:52,,,,8012.0,ExtendedExample
,e1614,LoadFS,,t1614,,z,8012.0,ExtendedExample
1614.0,e1615,Open,31/10/2023 10:26:54,t1615,,,,ExtendedExample
1615.0,e1616,Fill,31/10/2023 10:26:55,t1616,,,8012.0,ExtendedExample
,e1617,UnloadFS,31/10/2023 10:26:56,t1617,,z,,ExtendedExample
1617.0,e1618,LoadSS,31/10/2023 10:26:57,t1618,,z,8012.0,ExtendedExample
1618.0,e1619,Close,31/10/2023 10:26:58,t1619,,,,ExtendedExample
1619.0,,Seal,31/10/2023 10:26:59,,b187,,8012.0,ExtendedExample
1620.0,,,31/10/2023 10:27:00,,,z,8012.0,ExtendedExample
,e1622,LoadFS,31/10/2023 10:27:01,,,x,8012.0,ExtendedExample
1622.0,e1623,Open,31/10/2023 10:27:02,,,,8012.0,ExtendedExample
1623.0,e1624,Fill,31/10/2023 10:27:03,t1624,,,,ExtendedExample
1624.0,e1625,,31/10/2023 10:27:04,t1625,,x,8012.0,
1625.0,e1626,LoadSS,,t1626,,x,8012.0,ExtendedExample
1626.0,,Close,31/10/2023 10:27:06,t1627,,,8012.0,
1627.0,,Seal,31/10/2023 10:27:07,t1628,b188,,8012.0,ExtendedExample
1628.0,e1629,,31/10/2023 10:27:08,t1629,,x,8012.0,ExtendedExample
,e1630,LoadFS,31/10/2023 10:27:09,t1630,,y,8012.0,
1630.0,,Open,31/10/2023 10:27:10,t1631,,,,
1631.0,e1632,Fill,31/10/2023 10:27:11,,,,,ExtendedExample
1632.0,,UnloadFS,31/10/2023 10:27:12,t1633,,y,,ExtendedExample
1633.0,e1634,LoadSS,31/10/2023 10:27:13,,,y,,
1634.0,e1635,Close,31/10/2023 10:27:14,t1635,,,8012.0,ExtendedExample
1635.0,,Seal,31/10/2023 10:27:15,t1636,b189,,8012.0,ExtendedExample
1636.0,e1637,UnloadSS,31/10/2023 10:27:16,t1637,,y,8012.0,ExtendedExample
1637.0,,UnloadAL,31/10/2023 10:27:17,t1638,,,8012.0,
1638.0,,LoadAL,31/10/2023 10:27:18,t1639,,,9012.0,ExtendedExample
1639.0,e1640,LoadFS,,t1640,,x,9012.0,ExtendedExample
,e1641,Open,31/10/2023 10:27:20,t1641,,,9012.0,
,e1642,,31/10/2023 10:27:21,t1642,,,9012.0,ExtendedExample
1642.0,,UnloadFS,,t1643,,x,9012.0,ExtendedExample
1643.0,e1644,LoadSS,31/10/2023 10:27:23,t1644,,x,9012.0,ExtendedExample
1644.0,e1645,Close,31/10/2023 10:27:24,,,,9012.0,ExtendedExample
1645.0,e1646,Seal,31/10/2023 10:27:25,t1646,b190,,9012.0,ExtendedExample
1646.0,,,31/10/2023 10:27:26,t1647,,x,9012.0,ExtendedExample
1647.0,e1648,LoadFS,31/10/2023 10:27:27,,,z,9012.0,ExtendedExample
1648.0,e1649,Open,31/10/2023 10:27:28,t1649,,,,ExtendedExample
1649.0,e1650,,31/10/2023 10:27:29,,,,9012.0,ExtendedExample
,,UnloadFS,,t1651,,z,9012.0,ExtendedExample
1651.0,,LoadSS,31/10/2023 10:27:31,t1652,,z,9012.0,
,e1653,Close,,t1653,,,9012.0,ExtendedExample
1653.0,e1654,,31/10/2023 10:27:33,t1654,b191,,9012.0,ExtendedExample
1654.0,e1655,UnloadSS,,t1655,,z,9012.0,
1655.0,e1656,LoadFS,31/10/2023 10:27:35,,,y,9012.0,ExtendedExample
1656.0,e1657,Open,31/10/2023 10:27:36,t1657,,,9012.0,ExtendedExample
1657.0,e1658,Fill,31/10/2023 10:27:37,t1658,,,9012.0,
,,,31/10/2023 10:27:38,t1659,,,9012.0,ExtendedExample
1659.0,e1660,LoadSS,31/10/2023 10:27:39,t1660,,y,9012.0,ExtendedExample
,e1661,,,t1661,,,9012.0,ExtendedExample
1661.0,e1662,Seal,31/10/2023 10:27:41,t1662,b192,,,ExtendedExample
1662.0,e1663,UnloadSS,,t1663,,y,9012.0,ExtendedExample
,e1664,UnloadAL,31/10/2023 10:27:43,t1664,,,,
1664.0,,LoadAL,31/10/2023 10:27:44,t1665,,,2465.0,ExtendedExample
1665.0,e1666,LoadFS,31/10/2023 10:27:45,t1666,,,2465.0,ExtendedExample
1666.0,e1667,Open,31/10/2023 10:27:46,t1667,,,,
,e1668,Fill,,t1668,,,2465.0,ExtendedExample
,e1669,UnloadFS,31/10/2023 10:27:48,t1669,,x,2465.0,ExtendedExample
1669.0,e1670,,31/10/2023 10:27:49,,,x,,ExtendedExample
1670.0,e1671,Close,31/10/2023 10:27:50,t1671,,,2465.0,ExtendedExample
1671.0,,Seal,31/10/2023 10:27:51,t1672,b193,,2465.0,
1672.0,e1673,UnloadSS,,t1673,,,2465.0,ExtendedExample
1673.0,e1674,LoadFS,31/10/2023 10:27:53,,,,,ExtendedExample
1674.0,e1675,Open,31/10/2023 10:27:54,t1675,,,,ExtendedExample
,,,31/10/2023 10:27:55,,,,,ExtendedExample
1676.0,e1677,,31/10/2023 10:27:56,,,y,2465.0,ExtendedExample
1677.0,e1678,LoadSS,31/10/2023 10:27:57,t1678,,y,2465.0,ExtendedExample
1678.0,e1679,Close,31/10/2023 10:27:58,,,,,ExtendedExample
1679.0,,Seal,31/10/2023 10:27:59,t1680,b194,,2465.0,
1680.0,,UnloadSS,31/10/2023 10:28:00,t1681,,y,2465.0,ExtendedExample
1681.0,e1682,LoadFS,31/10/2023 10:28:01,t1682,,z,2465.0,ExtendedExample
1682.0,e1683,,31/10/2023 10:28:02,,,,,ExtendedExample
1683.0,e1684,,31/10/2023 10:28:03,,,,2465.0,ExtendedExample
1684.0,e1685,UnloadFS,,t1685,,z,2465.0,ExtendedExample
,e1686,LoadSS,,t1686,,,2465.0,ExtendedExample
1686.0,e1687,,31/10/2023 10:28:06,,,,2465.0,ExtendedExample
1687.0,e1688,Seal,31/10/2023 10:28:07,t1688,b195,,2465.0,ExtendedExample
1688.0,e1689,UnloadSS,,t1689,,,2465.0,ExtendedExample
,e1690,UnloadAL,,t1690,,,2465.0,ExtendedExample
1690.0,,LoadAL,31/10/2023 10:28:10,t1691,,,8465.0,ExtendedExample
1691.0,,LoadFS,31/10/2023 10:28:11,t1692,,z,8465.0,
1692.0,e1693,Open,31/10/2023 10:28:12,t1693,,,8465.0,ExtendedExample
1693.0,e1694,Fill,31/10/2023 10:28:13,,,,8465.0,ExtendedExample
1694.0,,UnloadFS,31/10/2023 10:28:14,t1695,,z,8465.0,ExtendedExample
1695.0,e1696,LoadSS,31/10/2023 10:28:15,t1696,,z,8465.0,
,,Close,,t1697,,,8465.0,ExtendedExample
1697.0,e1698,,31/10/2023 10:28:17,t1698,b196,,8465.0,ExtendedExample
1698.0,e1699,UnloadSS,,t1699,,z,,ExtendedExample
1699.0,,,31/10/2023 10:28:19,t1700,,,8465.0,ExtendedExample
